"Facility","Code","SampleDate","N1_Copies.L","N2_Copies.L","ORFlab_Copies.L","S_Copies.L","N_Copies.L","MA_old","MA_new"
"Central","CEN",2020-09-13,,,,,,,
"Central","CEN",2020-09-16,655.688141307125,1701399.64675074,,,,,
"Central","CEN",2020-09-20,482.446947269316,57226.9712384126,,,,,
"Central","CEN",2020-09-23,4704.15909877113,33376.6904647329,,,,,
"Central","CEN",2020-09-27,5536.7683166322,3255.66256524855,,,,,
"Central","CEN",2020-09-30,118.415056439586,1716.03569071469,,,,81816.556868376,
"Central","CEN",2020-10-04,114.204564201646,557.341204212377,,,,6990.26664604322,
"Central","CEN",2020-10-07,37355.0810856315,2597.54773437035,,,,7626.73280558233,
"Central","CEN",2020-10-11,37359.9185721487,2597.54773437035,,,,10591.9272942081,
"Central","CEN",2020-10-14,9436.91422254697,766.403425099024,,,,11396.5741919368,
"Central","CEN",2020-10-18,9360.4298506854,916.306801775615,,,,10912.0568845123,
"Central","CEN",2020-10-21,34251.0051498978,9728.86962952843,,,,13051.9728613183,
"Central","CEN",2020-10-25,34107.5298687899,9693.86501787237,,,,14772.4216898942,
"Central","CEN",2020-10-28,103.988919389401,436.897020677141,,,,12321.8024071264,
"Central","CEN",2020-11-01,318.330573343939,15.3234371791774,,,,9677.67878012789,
"Central","CEN",2020-11-04,13.2007098296241,87.0292764060153,,,,5604.45726513445,
"Central","CEN",2020-11-08,13.109383906811,87.0292764060153,,,,1936.88478075042,
"Central","CEN",2020-11-11,38002.6165960839,2141.1583596729,,,,5093.35936533453,
"Central","CEN",2020-11-15,35620.7161198859,1564.88968161286,,,,9700.94467648749,
"Central","CEN",2020-11-18,33938.998729871,4042.5176742803,,,,14426.3832829618,
"Central","CEN",2020-11-22,38179.9174741493,4557.20806930513,,,,18087.5179924642,
"Central","CEN",2020-11-25,150884.364629129,18104.7941920377,,,,35984.932869378,
"Central","CEN",2020-11-29,150884.364629129,18104.7941920377,,,,52303.9570069651,
"Central","CEN",2020-12-02,214795.847866795,119819.511626525,,,,89218.1999540841,
"Central","CEN",2020-12-06,195409.390658826,102603.476850384,,,,116065.316694036,
"Central","CEN",2020-12-09,142891.397782434,29094.1191029031,,,,121700.362838629,
"Central","CEN",2020-12-13,128691.063171683,25314.7166559263,,,,112926.348769761,
"Central","CEN",2020-12-16,194434.03911391,11482.148055749,,,,105265.147756648,
"Central","CEN",2020-12-20,88037.985355151,9831.65823744435,,,,83973.2805437281,
"Central","CEN",2020-12-23,6522.48398235317,6231.89356563939,,,,59567.4042279707,
"Central","CEN",2020-12-27,6522.48398235317,6231.89356563939,,,,38998.8895930279,
"Central","CEN",2020-12-30,29042.2425082464,7207.04239423447,,,,24455.3997645937,
"Central","CEN",2021-01-03,29042.2425082464,7207.04239423447,,,,15797.3850311435,
"Central","CEN",2021-01-06,116608.904910235,24117.8661180921,,,,28247.4647976602,
"Central","CEN",2021-01-10,50348.9155534231,8510.65414669905,,,,33031.6593435727,
"Central","CEN",2021-01-13,81995.7117159071,36474.4544692881,,,,44288.2239770157,
"Central","CEN",2021-01-17,61693.1304304296,17601.9431779463,,,,45315.7189766756,
"Central","CEN",2021-01-20,42311.5196995956,13428.3265816232,,,,42456.7153605392,
"Central","CEN",2021-01-24,25924.1213027349,13402.0558177231,,,,34120.1330458613,
"Central","CEN",2021-01-27,37853.1414069594,7453.58264622904,,,,29090.7731569393,
"Central","CEN",2021-01-31,37818.647168151,7856.94394082314,,,,24237.5101257781,
"Central","CEN",2021-02-03,9611.56347874038,3754.45661605359,,,,18643.2169288752,
"Central","CEN",2021-02-07,11165.7701295827,3297.98923216741,,,,14602.3223718079,
"Central","CEN",2021-02-10,5195.12543378687,1315.22352071296,,,,9986.59547934452,
"Central","CEN",2021-02-14,5259.31656508187,1316.87555323073,,,,6460.7721917604,
"Central","CEN",2021-02-17,9051.1231161265,81.097306627684,,,,4539.57597104142,
"Central","CEN",2021-02-21,3712.60277565427,688.83708287932,,,,3658.91726956462,
"Central","CEN",2021-02-24,36070.6885829816,12560.1530851137,,,,8589.8432933031,
"Central","CEN",2021-02-28,36011.4737766171,12537.556043346,,,,13732.6902918165,
"Central","CEN",2021-03-03,22747.4419456642,3374.59085923236,,,,16160.0338757786,
"Central","CEN",2021-03-07,22859.7850611729,27392.859071149,,,,19851.4268110945,
"Central","CEN",2021-03-10,9266.41446703543,2644.71825924271,,,,17107.763762438,
"Central","CEN",2021-03-14,3899.84575529392,1328.24194885882,,,,12623.6953799173,
"Central","CEN",2021-03-17,9880.97369860647,2634.69626916886,,,,8982.99967767329,
"Central","CEN",2021-03-21,9882.00337870768,688.707928962529,,,,6625.76318848637,
"Central","CEN",2021-03-24,14626.6458024078,4579.06691229711,,,,6218.48292104312,
"Central","CEN",2021-03-28,24090.7589068798,6950.77933440953,,,,8863.0547679457,
"Central","CEN",2021-03-31,16971.3056381796,1775.25165581069,,,,10026.6048888779,
"Central","CEN",2021-04-04,19359.0218962529,1829.97921043556,,,,10913.059444291,
"Central","CEN",2021-04-07,23283.7991581572,8394.35263526628,,,,12338.7466574829,
"Central","CEN",2021-04-11,23258.616338011,9803.0141754715,,,,13596.7084612522,
"Central","CEN",2021-04-14,11932.8915817945,3954.54401528961,,,,12625.2588841391,
"Central","CEN",2021-04-18,11931.0417131324,3076.259399641,,,,11517.2669318148,
"Central","CEN",2021-04-21,47291.5439220422,16934.9570562181,,,,15965.2135785309,
"Central","CEN",2021-04-25,42403.9639027798,16938.4688925931,,,,20023.5502652863,
"Central","CEN",2021-04-28,74955.5335025915,8752.16479776509,,,,27822.163918525,
"Central","CEN",2021-05-02,74952.0687144353,8753.53979849335,,,,34321.9800789695,
"Central","CEN",2021-05-05,60117.1141999394,13705.069814314,,,,37775.7432938176,
"Central","CEN",2021-05-09,61107.4846320453,22371.673116671,,,,39574.1116759909,
"Central","CEN",2021-05-12,32256.4286917308,13607.0635066226,,,,35858.8923837577,
"Central","CEN",2021-05-16,32572.6889874213,13903.1717558772,,,,31616.8961921892,
"Central","CEN",2021-05-19,10362.9967166676,9053.98791758456,,,,24002.0630099749,
"Central","CEN",2021-05-23,9774.20330789399,2988.89325876221,,,,17132.2486657518,
"Central","CEN",2021-05-26,10306.5262535963,2601.99189514702,,,,11420.0421555794,
"Central","CEN",2021-05-30,6528.79477271546,1863.05418105864,,,,7812.50920913849,
"Central","CEN",2021-06-02,3328.98208023422,1992.37447191347,,,,5200.347863815,
"Central","CEN",2021-06-06,3322.88580644714,1978.81944112911,,,,3984.36938019321,
"Central","CEN",2021-06-09,5.70448770567819,36.185704669531,,,,2570.29466802454,
"Central","CEN",2021-06-13,6.54806969130887,33.9097083909785,,,,1466.11340467378,
"Central","CEN",2021-06-16,142.30907205445,40.8443453320071,,,,696.719633784669,
"Central","CEN",2021-06-20,142.30907205445,40.8443453320071,,,,275.240811287178,
"Central","CEN",2021-06-23,933.716320211243,1.98305319325228,,,,167.867682211334,
"Central","CEN",2021-06-27,933.716320211243,1.98305319325228,,,,273.767546060064,
"Central","CEN",2021-06-30,86.4817819479434,3.26747616061516,,,,268.037677788001,
"Central","CEN",2021-07-04,7280.86636509761,960.848947764967,,,,1244.00183322176,
"Central","CEN",2021-07-07,11255.161647365,14117.6175860006,,,,4329.99289721765,
"Central","CEN",2021-07-11,11258.7668432158,14117.6175860006,,,,7420.3264506648,
"Central","CEN",2021-07-14,119.911870218306,35.2355800009868,,,,7053.58805092657,
"Central","CEN",2021-07-18,119.911870218306,35.2355800009868,,,,5668.63799035661,
"Central","CEN",2021-07-21,10996.5125517718,1567.38664482709,,,,4781.17209928795,
"Central","CEN",2021-07-25,10996.6043651582,1647.3195788692,,,,4240.64962925799,
"Central","CEN",2021-07-28,134951.053295617,76099.1673605468,,,,29551.6489058762,
"Central","CEN",2021-08-01,126107.69719597,70918.7654432341,,,,53643.5319817335,
"Central","CEN",2021-08-04,13547.4406643231,8415.36433364566,,,,55332.0921651944,
"Central","CEN",2021-08-08,11629.8680939488,7239.82957040983,,,,47846.7192150396,
"Central","CEN",2021-08-11,16660.1384942824,5730.09593330303,,,,33115.4732168463,
"Central","CEN",2021-08-15,23871.5130932587,13424.0331744721,,,,19859.1044880903,
"Central","CEN",2021-08-18,34317.159619432,13209.7461731419,,,,15889.1774912649,
"Central","CEN",2021-08-22,33936.9075379903,9902.2686500847,,,,18734.7938026945,
"Central","CEN",2021-08-25,5172.64780595966,178.770334297641,,,,16130.5761385736,
"Central","CEN",2021-08-29,5057.78674137965,1195.31946029777,,,,12445.0191434545,
"Central","CEN",2021-09-01,1548656.38927142,514858.402769415,,,,265023.466971543,
"Central","CEN",2021-09-05,1552676.09076472,519080.472351255,,,,519963.141522669,
"Central","CEN",2021-09-08,35063.8759115386,25162.4831083326,,,,525181.282211402,
"Central","CEN",2021-09-12,35145.4481697525,25162.1496450805,,,,446256.427088974,
"Central","CEN",2021-09-15,52838.9476643436,7949.74818354123,,,,281291.49484669,
"Central","CEN",2021-09-19,52763.8721583911,7951.21369183736,,,,114068.475820607,
"Central","CEN",2021-09-22,44622.4150398101,8523.74336094006,,,,29366.307289422,
"Central","CEN",2021-09-26,40933.1660299404,8449.52760727548,,,,27984.0334656328,
"Central","CEN",2021-09-29,100133.551671384,31039.2688162804,,,,36805.1618802181,
"Central","CEN",2021-10-03,93487.671517005,32472.9103408014,,,,45273.1537749913,
"Central","CEN",2021-10-06,57951.8295128372,15310.9695034393,,,,47629.1729066844,
"Central","CEN",2021-10-10,99903.7003715507,25931.8082844276,,,,53621.0418001137,
"Central","CEN",2021-10-13,168674.82912588,85418.5767635371,,,,72611.2135370123,
"Central","CEN",2021-10-17,171187.106678868,91020.1243690914,,,,91620.6090279343,
"Central","CEN",2021-10-20,207363.968257948,165536.535468981,,,,124689.051596715,
"Central","CEN",2021-10-24,197005.863487036,149708.84562678,,,,149145.402170872,
"Central","CEN",2021-10-27,400121.100348129,636000.136466332,,,,251904.884039623,
"Central","CEN",2021-10-31,529790.845774161,696338.850429988,,,,368121.048537462,
"Central","CEN",2021-11-03,94913.9212817366,129446.46963101,,,,355256.828906193,
"Central","CEN",2021-11-07,79583.6006760275,115475.613222622,,,,306483.545241224,
"Central","CEN",2021-11-10,210407.790079372,207491.470381575,,,,250014.051043324,
"Central","CEN",2021-11-14,179620.560202919,172154.746712628,,,,190377.159243961,
"Central","CEN",2021-11-17,110791.607637772,81324.0631614505,,,,145827.063884883,
"Central","CEN",2021-11-21,91722.12105532,69150.6351610946,,,,131047.872358921,
"Central","CEN",2021-11-24,198717.232732611,88792.9833009731,,,,126789.408476654,
"Central","CEN",2021-11-28,198717.232732611,88792.9833009731,,,,122653.592223531,
"Central","CEN",2021-12-01,271267.296596123,247114.020036647,,,,158086.101222161,
"Central","CEN",2021-12-05,271829.724996376,257063.913149632,,,,197510.362530028,
"Central","CEN",2021-12-08,106595.486844019,187939.234359379,,,,203664.98650197,
"Central","CEN",2021-12-12,104787.024674414,182695.965883611,,,,194041.954125892,
"Central","CEN",2021-12-15,123323.86340639,119149.145616023,,,,168735.031469846,
"Central","CEN",2021-12-19,132974.938554187,125977.893686236,,,,145195.399000641,
"Central","CEN",2021-12-22,44004.9013592288,23654.7509253406,,,,107364.882623403,
"Central","CEN",2021-12-26,45445.6622653342,27030.7323776247,,,,82070.6519211126,
"Central","CEN",2021-12-29,238742.159978783,55718.9226033971,,,,86007.085918016,
"Central","CEN",2022-01-02,238742.159978783,55718.9226033971,,,,99102.8256763134,
"Central","CEN",2022-01-05,395796.042794217,144022.232449799,,,,149951.406783151,
"Central","CEN",2022-01-09,239707.144901882,126625.605747515,,,,177634.786884754,
"Central","CEN",2022-01-12,1814586.65448276,234239.276158333,,,,406179.754889586,
"Central","CEN",2022-01-16,2037421.05634803,214476.481207531,,,,640636.095400348,
"Central","CEN",2022-01-19,1081919.34823683,201102.817129249,,,,750988.361551292,
"Central","CEN",2022-01-23,1066961.43175154,208894.031481945,,,,787346.254599874,
"Central","CEN",2022-01-26,434024.329432592,81547.8181204062,,,,657332.097258746,
"Central","CEN",2022-01-30,369996.575747298,79497.6423960599,,,,480862.806461552,
"Central","CEN",2022-02-02,5297.63015355882,2339.28514691418,,,,281368.455617648,
"Central","CEN",2022-02-06,5304.05395708892,3366.85576248924,,,,154350.245326238,
"Central","CEN",2022-02-09,5701.14854422212,9085.99463463331,,,,62826.8953515181,
"Central","CEN",2022-02-13,2541.63224661584,6789.28100294194,,,,23463.9561328449,
"Central","CEN",2022-02-16,12467.9762471128,4030.14968592694,,,,6117.80340933284,
"Central","CEN",2022-02-20,16696.8568648303,4072.60130329782,,,,7418.36200539441,
"Central","CEN",2022-02-23,149.94881712602,87.6684484240385,,,,6081.85724075519,
"Central","CEN",2022-02-27,149.94881712602,84.9051391062717,,,,4418.87305355702,
"Central","CEN",2022-03-02,436.286324367893,275.919377985297,,,,2566.29471007094,
"Central","CEN",2022-03-06,88.31809411525,88.2314941037167,,,,1025.64668498507,
"Central","CEN",2022-03-09,1.4140393415,2.891355807529,,,,141.104468132425,
"Central","CEN",2022-03-13,1.4140393415,0.8944392723,,,,92.0314894535025,
"Central","CEN",2022-03-16,1.4140393415,0.8944392723,,,,45.5029973300421,
"Central","CEN",2022-03-20,,,,,,,
"Central","CEN",2022-03-23,,,2982.60273388333,1196.22090563333,3987.52787345,,
"Central","CEN",2022-03-27,,,3362.6885317,1246.07730746667,4455.185997,,
"Central","CEN",2022-03-30,,,2721.62421056667,991.052036633333,4834.0532543,,
"Central","CEN",2022-04-03,,,4251.0835719,2340.29059686667,6656.7314613,,
"Central","CEN",2022-04-06,,,5480.39098023333,3730.3383681,7841.49269255,,4915.08367405347
"Central","CEN",2022-04-10,,,5257.9418429,3862.87692383333,7493.56587305,,5578.03536350972
"Central","CEN",2022-04-13,,,6081.62360266667,4005.15654803333,9273.71567766667,,6402.39581410278
"Central","CEN",2022-04-17,,,6203.28221116667,4086.6854995,9475.71623333333,,7037.87994587986
"Central","CEN",2022-04-20,,,7770.24440691667,6326.50189161667,12834.4478081333,,8072.58287184722
"Central","CEN",2022-04-24,,,12378.2762499167,11737.5295612333,18858.0082553,,10250.9213237882
"Central","CEN",2022-04-27,,,16409.4469745,12376.2864931667,24520.4834415,,13542.7523990889
"Central","CEN",2022-05-01,,,13272.5405641667,10833.3962028333,22642.5634063333,,15880.5141479063
"Central","CEN",2022-05-04,,,22238.0548333333,20698.4947853333,37675.288811,,20556.349804916
"Central","CEN",2022-05-08,,,19470.81342,17715.3345403333,33511.748001,,23313.7155185299
"Central","CEN",2022-05-11,,,22662.061144,19080.0226296667,35246.9529043333,,26048.9539874167
"Central","CEN",2022-05-15,,,19206.3906683333,15974.988449,28859.429033,,26358.9156987986
"Central","CEN",2022-05-18,,,15866.4200276667,11298.1655201667,25770.5118816667,,25363.0734776389
"Central","CEN",2022-05-22,,,16234.516126,11137.2220285,25246.9633966667,,23431.3867882361
"Central","CEN",2022-05-25,,,18820.2251636667,12627.574282,35582.5336516667,,23608.506841375
"Central","CEN",2022-05-29,,,21140.452169,14473.017975,39230.1805883333,,25004.34570025
"Central","CEN",2022-06-01,,,13870.7277716667,9827.3103125,23851.386613,,24253.6003677778
"Central","CEN",2022-06-05,,,12967.4555966667,8670.63276083333,21411.289363,,22820.8947274306
"Central","CEN",2022-06-08,,,14205.2377808333,7556.61956483333,28966.7791786667,,21706.7772183958
"Central","CEN",2022-06-12,,,16031.4217268333,8777.05119433333,32309.7801603333,,21395.4480394028
"Central","CEN",2022-06-15,,,19328.9967945,9637.177005,31411.5971293333,,22218.3767756458
"Central","CEN",2022-06-19,,,19706.8741534,9548.678406,31556.8105552,,23823.3008515611
"Central","CEN",2022-06-22,,,17828.5159166333,5843.84130881667,26628.1004495,,24134.8794053972
"Central","CEN",2022-06-26,,,15422.2732149667,4247.18238898333,21957.1594695,,22880.0662921847
"Central","CEN",2022-06-29,,,13836.304664,2855.162091,21405.0442878333,,21020.8398895139
"Central","CEN",2022-07-03,,,18605.783499,3576.9180465,29544.8972978333,,20937.1376975111
"Central","CEN",2022-07-06,,,18361.0788605,1845.57990063333,30765.1396261667,,21532.0927683778
"Central","CEN",2022-07-10,,,13083.1817106,764.44170836,22959.7978754,,21159.2402998597
"Central","CEN",2022-07-13,,,25917.2675246667,1959.83325406667,35360.8312516667,,23786.8583788542
"Central","CEN",2022-07-17,,,19759.4137481667,1781.0418603,27357.2478038333,,24154.8473963819
"Central","CEN",2022-07-20,,,12236.7519106667,915.04724715,19089.2015005,,22515.5966198819
"Central","CEN",2022-07-24,,,15745.5749388333,786.639332583333,27772.552345,,21853.3918283194
"Central","CEN",2022-07-27,,,29619.150344,1332.09332265,35137.1916916667,,23929.6954196806
"Central","CEN",2022-07-31,,,28955.6198556667,403.7373287,33438.4929983333,,25907.2631206181
"Central","CEN",2022-08-03,,,21397.182465,88.4240237166667,32517.7836535,,27564.9362918056
"Central","CEN",2022-08-07,,,23285.1330081667,88.4240237166667,36859.1614416667,,29266.2888175903
"Central","CEN",2022-08-10,,,23700.7327468333,874.7217268,39683.4694683333,,30078.1231705903
"Central","CEN",2022-08-14,,,19793.8920598333,874.7217268,32584.31731,,29081.0067998125
"Central","CEN",2022-08-17,,,26445.4129583333,0,45456.9361666667,,30716.5765478403
"Central","CEN",2022-08-21,,,26354.2369883333,0,44864.9226483333,,32225.4938864444
"Central","CEN",2022-08-24,,,22316.24869815,586.949003,37608.0693515,,32386.587557866
"Central","CEN",2022-08-28,,,23875.40403978,704.3388036,42337.3199938,,32843.8130324801
"Central","CEN",2022-08-31,,,16849.5890076667,683.345838833333,20253.3054493333,,29335.8532507926
"Central","CEN",2022-09-04,,,14976.474906,683.345838833333,17859.8987676667,,24980.1571761961
"Central","CEN",2022-09-07,,,11815.8994068333,45.39982075,19244.3171281667,,20639.5091714088
"Central","CEN",2022-09-11,,,11691.5715275,45.39982075,19199.886456,,17699.2773968367
"Central","CEN",2022-09-14,,,12594.4266721667,8.81401176833333,23894.6906246667,,16587.4173854306
"Central","CEN",2022-09-18,,,9322.08831383333,8.81401176833333,19315.4100145,,15958.7928154028
"Central","CEN",2022-09-21,,,10161.0176778333,657.791378333333,17043.6284913333,,15409.8715785417
"Central","CEN",2022-09-25,,,12318.1352805,1047.9579645,20862.5316515,,15455.7552860694
"Central","CEN",2022-09-28,,,12360.5689756667,1605.63903966667,19372.2059821667,,15421.5990887708
"Central","CEN",2022-10-02,,,15206.150174,467.70428315,20778.1561388333,,16072.5014697778
"Central","CEN",2022-10-05,,,14334.3019148,104.15537938,23686.43367,,17115.8096083153
"Central","CEN",2022-10-09,,,9638.5813606,104.15537938,18082.878532,,16742.7384257653
"Central","CEN",2022-10-12,,,9770.03526716667,123.79666585,12513.7419403333,,15324.137734925
"Central","CEN",2022-10-16,,,10464.9521515,431.0088271,13926.093719,,13967.2760997597
"Central","CEN",2022-10-19,,,9656.58349633333,1085.90274028333,15971.6506283333,,12932.2011240833
"Central","CEN",2022-10-23,,,9026.85923583333,1048.26739683333,15158.3429558333,,12287.6025361708
"Central","CEN",2022-10-26,,,18723.3379118333,1558.93496668333,41439.2378936667,,16708.0793880833
"Central","CEN",2022-10-30,,,19244.4060131667,1558.93496668333,42905.0162433333,,21464.1297867014
"Central","CEN",2022-11-02,,,17588.5552155,1150.86842016667,27301.8325566667,,23983.5748337708
"Central","CEN",2022-11-06,,,16962.364301,1150.86842016667,25660.0164045,,24729.0385835486
"Central","CEN",2022-11-09,,,6517.93501183333,1027.17548138333,11758.4496546667,,20909.5366562917
"Central","CEN",2022-11-13,,,7841.87030366667,1027.34214805,14258.1565425,,16705.2739356389
"Central","CEN",2022-11-16,,,9101.67307416667,1034.53649403333,18377.578064,,13904.2557139861
"Central","CEN",2022-11-20,,,9667.649376,926.2486694,19257.8839876667,,13112.0660034375
"Central","CEN",2022-11-23,,,22540.7607656667,879.559306166667,41232.3087725,,17625.4166866181
"Central","CEN",2022-11-27,,,22540.7607656667,879.559306166667,41232.3087725,,22769.7311017708
"Central","CEN",2022-11-30,,,19185.6528806667,310.21692324,32147.814894,,25915.3807674375
"Central","CEN",2022-12-04,,,20262.9611263333,988.67642074,33605.0710756667,,27641.4742076875
"Central","CEN",2022-12-07,,,15965.8179025,1343.37082031667,27824.9283888333,,26595.6644757708
"Central","CEN",2022-12-11,,,14757.3641241667,2145.72918381667,27345.7405821667,,24405.2356119375
"Central","CEN",2022-12-14,,,17431.123718,793.428066,29190.106044,,23192.2822690694
"Central","CEN",2022-12-18,,,17017.1986606,793.428066,28256.404458,,22643.4723977278
"Central","CEN",2022-12-21,,,10036.2993568333,1450.00161968333,14943.6362241667,,19942.5525453667
"Central","CEN",2022-12-25,,,9864.905985,1625.48345605,14318.9595115,,17444.0740341097
"Central","CEN",2022-12-28,,,16272.1432825,2029.103637,24572.14543,,16966.3627237167
"Central","CEN",2023-01-01,,,14846.5256175,1664.52947405,22315.5275001667,,16741.8373441917
"Central","CEN",2023-01-04,,,8870.825683,1392.91308396667,16716.5862175,,16005.37199025
"Central","CEN",2023-01-08,,,9885.4896845,2628.47705046667,18492.009362,,15802.2222964792
"Central","CEN",2023-01-11,,,8799.62962333333,2460.59133838333,12772.2850918333,,14240.7863305972
"Central","CEN",2023-01-15,,,8738.84018083333,2382.29856685,12816.0842338333,,12618.7454769861
"Central","CEN",2023-01-18,,,16920.0703825,6969.14906468333,31493.7073663333,,14873.5108595625
"Central","CEN",2023-01-22,,,26185.3579783333,18086.5689206667,43972.895755,,20495.9248403056
"Central","CEN",2023-01-25,,,27991.07591,15459.8888373333,43900.2639966667,,26502.994904625
"Central","CEN",2023-01-29,,,27311.4278116667,14784.9251735,42177.6221016667,,31374.9337738472
"Central","CEN",2023-02-01,,,28938.94266,16500.868108,45827.859245,,34882.1608496042
"Central","CEN",2023-02-05,,,26847.6258466667,14647.654761,44797.040785,,35901.7703706944
"Central","CEN",2023-02-08,,,23947.7764866667,13151.25188,30591.104865,,33905.0203915972
"Central","CEN",2023-02-12,,,23346.1264266667,13112.186075,33212.9077366667,,31968.7666734722
"Central","CEN",2023-02-15,,,16282.193222,9810.59778881667,21807.3378915,,27734.1031272431
"Central","CEN",2023-02-19,,,14214.8911236667,10372.7553208333,17171.6276165,,23284.4867244167
"Central","CEN",2023-02-22,,,14004.8560554,10682.4190316,16538.2715052,,19488.1034133806
"Central","CEN",2023-02-26,,,13481.7584064,10236.4924972,14349.1792774,,16750.8270143347
"Central","CEN",2023-03-01,,,15224.6779423333,14121.3086978333,22834.904822,,16256.8130258347
"Central","CEN",2023-03-05,,,15646.3146298333,14325.8747123333,23909.076601,,17033.7712040944
"Central","CEN",2023-03-08,,,7072.10635283333,7952.94593316667,9731.69468033333,,15394.22200055
"Central","CEN",2023-03-12,,,8545.70992583333,9271.98125016667,11112.9588753333,,13833.4869336653
"Central","CEN",2023-03-15,,,16144.622592,13412.5767686667,18019.5355938333,,13710.4270536042
"Central","CEN",2023-03-19,,,14760.2334576667,12350.3597153333,16309.643332,,13660.0460261319
"Central","CEN",2023-03-22,,,12547.5685185,9951.42480866667,14038.64351,,13815.9116519792
"Central","CEN",2023-03-26,,,12505.5939551667,10222.2327786667,14614.018595,,14263.0870532431
"Central","CEN",2023-03-29,,,6646.17836815,5482.83079383333,10118.0763276333,,12821.4228995215
"Central","CEN",2023-04-02,,,5622.33822065,5025.560391,7783.4665123,,10671.3048659736
"Central","CEN",2023-04-05,,,5365.4706065,4217.78829816667,6272.22055983333,,8593.69537141806
"Central","CEN",2023-04-09,,,4957.27000966667,4057.26677166667,5520.806806,,6967.20167027431
"Central","CEN",2023-04-12,,,3330.10160546667,2938.40983315,5171.433936,,5642.82394717014
"Central","CEN",2023-04-16,,,3083.99340746667,2490.43161948333,5116.93201933333,,4925.95001739236
"Central","CEN",2023-04-19,,,3113.66963422,1658.3562944,4748.760031,,4428.68819575528
"Central","CEN",2023-04-23,,,2142.50005162,1034.9296833,2827.90309258,,3774.26760863583
"Central","CEN",2023-04-26,,,3593.40896781667,2574.62657526667,5347.51765401667,,3759.36102870111
"Central","CEN",2023-04-30,,,3615.80579748333,2699.5957026,5726.81355651667,,3903.6513382225
"Central","CEN",2023-05-03,,,3924.52807148,3546.78962762,6508.78658066,,4331.40907656417
"Central","CEN",2023-05-07,,,3675.10080188,3067.32765022,5873.47075166,,4617.74054445444
"Central","CEN",2023-05-10,,,1752.12588428333,1068.51764321667,2492.98561045,,4179.46493462806
"Central","CEN",2023-05-14,,,1500.24171661667,1038.46193555,2172.22252095,,3441.987104825
"Central","CEN",2023-05-17,,,863.88654055,744.3595933,1885.19277156667,,2563.76762051958
"Central","CEN",2023-05-21,,,666.199218016667,546.2141828,1520.70529956667,,1827.67244770028
"Central","CEN",2023-05-24,,,2286.9979186,1799.33716411667,3129.857003,,1777.02317599028
"Central","CEN",2023-05-28,,,2286.9979186,1799.33716411667,3129.857003,,2009.68608100625
"Central","CEN",2023-05-31,,,8772.57616433333,77386.9475484333,36669.527457,,7331.26369753681
"Central","CEN",2023-06-04,,,8772.57616433333,77386.9475484333,36669.527457,,12580.1583688993
"Central","CEN",2023-06-07,,,1018.30969,365.753117766667,1197.77772383333,,12314.6436972625
"Central","CEN",2023-06-11,,,802.141011075,324.314838325,1017.768377675,,10197.306809834
"Central","CEN",2023-06-14,,,1751.28181386333,1970.43304095833,3565.5267974,,6849.3636293975
"Central","CEN",2023-06-18,,,1771.95483781667,1968.184922835,3540.294383015,,3634.21583798063
"Central","CEN",2023-06-21,,,781.93835065,662.728063433333,1255.56534383333,,1827.31628212785
"Central","CEN",2023-06-25,,,863.21809695,1193.93554345,2889.72686685,,1906.7341770259
"Central","CEN",2023-06-28,,,855.537854716667,747.549577866667,1012.78063645,,1621.56702088653
"Central","CEN",2023-07-02,,,834.4328428,741.233505766667,963.915956316667,,1318.58722383535
"Central","CEN",2023-07-05,,,1509.65074926,1554.70539572,2414.634334884,,1346.51044772356
"Central","CEN",2023-07-09,,,1449.69849882,1516.60618012,2442.33562928,,1513.89941584231
"Central","CEN",2023-07-12,,,1044.42049506667,866.243813283333,1782.8563363,,1558.15850917633
"Central","CEN",2023-07-16,,,1089.65793718333,948.675213466667,2026.53206423333,,1631.39257708561
"Central","CEN",2023-07-19,,,1222.3135042,1117.95893255833,2689.93498985,,1719.81247170183
"Central","CEN",2023-07-23,,,1335.54906038333,1209.040879875,2847.99057351667,,1799.27175745556
"Central","CEN",2023-07-26,,,803.110165156667,1080.36116821833,1352.6640495,,1658.93099425083
"Central","CEN",2023-07-30,,,814.56283685,1109.07921713333,1347.13810055333,,1518.48880614153
"Central","CEN",2023-08-02,,,622.5764038,541.623281808333,888.801056888333,,1240.24523333729
"Central","CEN",2023-08-06,,,1112.5199395,1110.938335025,2256.77307447167,,1234.25842914181
"Central","CEN",2023-08-09,,,5772.54797591667,4333.01418555,7485.98840966667,,2537.36652792472
"Central","CEN",2023-08-13,,,2167.16416541667,1725.47730038333,2327.33667316667,,2856.31027388312
"Central","CEN",2023-08-16,,,1429.49074948333,1354.14369656667,1998.4815689,,2991.37467151174
"Central","CEN",2023-08-20,,,1376.68530231667,1273.1505416,1901.52180773333,,2645.35027442451
"Central","CEN",2023-08-23,,,2772.29851195,2379.41281096667,3192.16410183333,,2510.81100789167
"Central","CEN",2023-08-27,,,2386.47093978333,2119.722792,2660.16413633333,,2259.09832813333
"Central","CEN",2023-08-30,,,2282.173752105,1751.730541005,2564.6017415,,2398.25025370826
"Central","CEN",2023-09-03,,,3083.56211693833,2692.22898468833,3738.03778866667,,2723.00682348319
"Central","CEN",2023-09-06,,,3827.488232,3729.48928363333,5358.86785066667,,3275.91363381861
"Central","CEN",2023-09-10,,,3523.43720566667,3110.69170063333,4818.05846016667,,3657.8558760684
